SMILES,method_id,pred_A_wavelength,pred_A_delta_h,pred_A_pss,pred_A_log_k,synthetic_accessibility,pred_B_wavelength,pred_B_log_eps,potts_guy_log_kp,molecular_weight,log_p,uncertainty_AD,novelty,dist_to_DA,dist_to_DB,pass_group_A,pass_group_B,pass_ad,pass_constraints
CN(C)CC(Cl)(OC12C3C4CC3C1C42)N(C)C,B0_baseline,305.84,69.89,75.3,-4.0,5.3,331.9,3.18,-3.36,256.8,1.28,0.856,True,0.849,0.864,False,False,False,False
CCOC1C2C=C(c3cccc(C(=O)C45C6CC7C6C4C75N(C)C)c3)C1C(C#N)=C2C#N,B0_baseline,396.05,63.62,74.9,-4.0,6.15,339.12,4.11,-2.83,423.5,3.46,0.745,True,0.731,0.76,False,True,False,False
Oc1ccc(N=Nc2cccc(C3=CC4CC3C=C4c3ccccc3)c2)cc1,B0_baseline,373.12,50.02,77.5,-4.25,4.22,353.12,4.19,-0.01,364.4,6.92,0.615,True,0.5,0.73,True,False,True,False
COc1ccc(C23C(C#N)C4C2C2C3C42C#N)cc1,B0_baseline,353.22,70.01,74.1,-4.0,4.85,329.95,3.88,-2.72,248.3,2.1,0.683,True,0.692,0.674,False,False,False,False
COc1ccc(-c2c(C#N)csc2C2=CC3C=CC2C3)cc1,B0_baseline,368.97,66.89,75.0,-4.0,4.52,341.87,4.28,-1.09,305.4,4.88,0.576,True,0.52,0.633,False,False,True,False
COc1cc(O)ccc1N=Nc1cc(C2=CC3CC2C=C3c2ccccc2)ccn1,B0_baseline,392.43,56.53,75.2,-4.25,4.52,351.49,4.09,-0.62,395.5,6.33,0.711,True,0.672,0.75,False,False,False,False
CCCCC(CC)COC(=O)C12C3C4C(S#N)C3C1(C#N)C42,B0_baseline,345.78,69.16,75.3,-4.0,5.56,332.11,3.81,-2.27,318.4,3.34,0.649,True,0.631,0.667,False,False,True,False
N#CC1=C(S#N)C2C=C(c3ccccc3)C1C2C1=C(c2cccs2)C2C=CC1C2,B0_baseline,383.17,67.9,75.2,-4.0,5.88,364.58,4.24,-0.48,410.6,6.66,0.615,True,0.509,0.721,False,False,True,False
CN(C)C12C3C4C1C4(C#N)C2C3(C#N)C1C2C=CC1C(S#N)=C2C#N,B0_baseline,415.34,81.64,75.3,-4.0,7.11,346.88,3.15,-3.21,345.4,2.25,0.759,True,0.725,0.792,False,False,False,False
CC(C)(C)c1ccccc1N=Nc1ccc(O)cc1,B0_baseline,356.03,51.04,74.2,-5.38,2.28,339.15,3.99,-0.63,254.3,5.11,0.558,True,0.467,0.649,True,False,True,False
N#CC1=C(S#N)C2C=CC1C2C1=C(c2cncs2)C2C=CC1C2,B0_baseline,359.91,65.78,74.8,-4.18,6.46,376.26,3.87,-1.53,335.5,4.52,0.732,True,0.643,0.822,False,False,True,False
N#CC1=CC2OC1C(C#N)=C2S#N,B0_baseline,321.12,71.59,75.1,-4.0,5.99,310.85,3.03,-3.0,189.2,1.21,0.771,True,0.718,0.825,False,False,False,False
CCOc1cccnc1N=Nc1ccc(O)cc1,B0_baseline,402.35,50.34,72.6,-5.75,2.43,337.68,3.98,-1.63,243.3,3.6,0.646,True,0.588,0.705,True,False,True,False
CCC(COC(=O)C12C3C4C3C1C4N2C1(C#N)C2C3C4C2C4(C#N)C31)CC(CC)C12C3CC1C1C3C12,B0_baseline,405.97,90.04,75.2,-4.0,6.89,328.41,4.04,-3.27,479.6,3.32,0.812,True,0.788,0.835,False,False,False,False
O=C(CC(=O)c1ccccc1-c1ccccc1C(=O)c1cccc(-c2cc(N=Nc3ccccc3)ccc2O)c1)c1ccccc1,B0_baseline,393.23,52.28,78.3,-5.24,2.74,354.8,4.12,0.61,600.7,9.83,0.7,True,0.679,0.721,True,False,False,False
CCC(COC(=O)c1ccccc1C(=O)c1ccccc1)SCC(C)c1ccc(C(=O)CC(=O)c2ccccc2)cc1,B0_baseline,385.99,86.54,73.4,-4.98,3.39,348.05,4.22,-0.66,578.7,7.85,0.703,True,0.75,0.656,True,False,False,False
O=C(O)c1nc(-c2cccc(O)c2C(=O)O)ccc1O,B0_baseline,390.8,60.89,77.8,-5.1,2.35,318.69,3.92,-3.27,275.2,1.56,0.73,True,0.792,0.667,True,False,False,False
COC(=O)C1=CC2CC1C(O)=C2c1cccc(C(=O)CC(=O)c2cccc(C34C=CC(C3)C(c3ccccc3)=C4)c2)c1,B0_baseline,391.74,51.79,74.8,-4.09,5.6,333.5,3.86,-1.06,554.6,7.07,0.712,True,0.652,0.771,False,False,False,False
C1=CC2NC1C=C2c1cccc(C23C4C5SC4C2C53)c1,B0_baseline,298.34,78.9,78.5,-4.02,6.23,346.68,3.82,-2.55,277.4,2.59,0.796,True,0.767,0.826,False,False,False,False
N#Cc1cccc(/C=C/C(=O)O)c1,B0_baseline,335.07,76.28,77.2,-5.14,2.01,313.08,3.82,-2.58,173.2,1.66,0.615,True,0.636,0.595,True,False,True,False
COC(=O)C1=CC2C=CC1O2,B0_baseline,254.24,80.15,75.0,-4.0,5.06,281.05,2.7,-3.33,152.1,0.42,0.659,True,0.579,0.738,False,False,True,False
CN(C)c1ccc(-c2cc(N=Nc3ccccc3)ccc2N(C)C)cc1,B0_baseline,422.21,49.83,74.5,-5.04,2.34,358.13,4.22,-0.61,344.5,5.9,0.45,True,0.364,0.537,False,False,True,False
CCCCC(COC(=O)OC(=O)c1ccccc1O)C(C)C12C=CC(C=C1)C2O/C(=C\C(=O)O)c1ccccc1,B0_baseline,408.69,75.97,73.0,-4.0,5.17,343.14,4.42,-1.5,546.6,6.38,0.663,True,0.709,0.616,False,False,True,False
N#CC1C2C3C4(C#N)C1C2(c1ccccc1/C=C/C(=O)O)C34c1ccccc1/C=C/C(=O)O,B0_baseline,386.13,70.18,75.0,-4.0,4.96,361.98,4.27,-2.79,434.5,3.61,0.793,True,0.82,0.767,False,True,False,False
N#CC1=C(S#N)C2C=CC1C2C1=C(c2cncs2)C2CC1C=[SH]2,B0_baseline,370.32,65.78,75.0,-4.15,7.05,375.85,3.91,-2.04,355.5,3.99,0.784,True,0.734,0.833,False,False,False,False
CN(C)C12C3CC4C3C1C42C(=O)c1ccccc1C12C3C4CC3C1C42,B0_baseline,342.11,76.03,75.4,-4.0,5.59,345.63,4.11,-2.7,329.4,2.83,0.793,True,0.791,0.795,False,True,False,False
CCC1C2C3C1C1(N(C)C)C2C31OSC,B0_baseline,305.91,74.34,75.3,-4.0,5.93,321.55,3.23,-2.75,225.4,1.87,0.847,True,0.833,0.86,False,False,False,False
COC(=O)C1=CC2C=C(O)C1C2,B0_baseline,257.32,83.9,75.0,-4.0,5.05,269.27,3.02,-2.88,166.2,1.18,0.56,True,0.412,0.707,False,False,True,False
CCC1=C(c2ccc(C34C5CC6C5C3C64)cc2)C2C=CC1C2,B0_baseline,327.57,67.76,75.0,-4.0,5.69,305.31,4.15,-1.03,286.4,4.82,0.667,True,0.5,0.833,False,False,True,False
N#CC1C2C3C4C2C1(C1C2C=CC1[SH]=C2)C34C#N,B0_baseline,293.66,74.02,79.0,-4.03,7.58,332.48,3.06,-3.11,252.3,1.59,0.852,True,0.833,0.871,False,False,False,False
CN(N)C12C3CC4C3C1C42C(=O)c1ccccc1,B0_baseline,343.11,70.12,75.0,-4.0,4.73,325.19,4.05,-3.24,240.3,1.31,0.699,True,0.702,0.696,False,False,False,False
COC(=O)C1=CC2(F)CC1C=C2c1cc(C23C(C#N)C4C2C2C3C42C#N)ccc1OC,B0_baseline,409.26,86.38,74.3,-4.0,6.33,349.87,3.99,-2.87,414.4,3.33,0.747,True,0.734,0.76,False,False,False,False
N#CC1=C(C#N)C2CC1C=C2C1=CC2CC1C(C13C=CC(C1)C(S#N)=C3C#N)=C2C#N,B0_baseline,392.3,69.51,75.3,-4.0,7.19,340.55,3.95,-1.79,417.5,4.87,0.805,True,0.759,0.851,False,False,False,False
ClC1=NC2C=CC1N2,B0_baseline,285.7,83.59,75.3,-4.0,6.11,278.94,2.67,-3.14,128.6,0.49,0.829,True,0.805,0.854,False,False,False,False
COC1C2C=CC1(C13C=CC(C=C1c1cc(C45C6CC7C6C4C75C)cs1)C3)C=C2c1cccc(C(=O)CC(=O)c2ccccc2)c1,B0_baseline,363.2,80.46,75.4,-4.0,6.87,361.07,4.36,-0.38,620.8,8.6,0.761,True,0.75,0.771,False,False,False,False
CCCSC(CC)COC(=O)c1ccccc1C(=O)c1ccccn1,B0_baseline,390.0,83.06,75.0,-5.25,2.94,348.07,4.01,-1.76,357.5,4.39,0.668,True,0.732,0.603,True,False,True,False
COC(=O)c1ccc(-c2cccc(C(=O)O)c2O)cc1C1=C(C#N)C2C=CC1C2,B0_baseline,409.5,64.64,75.0,-4.0,4.27,339.63,4.11,-2.2,387.4,4.03,0.644,True,0.557,0.73,True,False,True,False
CN(C)C12C3CC4C3C1(c1ccccc1)C42C(=O)c1ccccc1,B0_baseline,362.27,72.03,75.0,-4.0,4.32,338.84,4.0,-2.22,315.4,3.39,0.699,True,0.702,0.696,True,False,False,False
CCCCC(CC)COC(=O)c1ccsc1C1=C(C2C3C=CC2C(S#N)=C3C#N)C2C=CC1N2,B0_baseline,416.48,91.3,75.5,-4.0,6.31,358.45,4.07,-1.29,491.7,6.21,0.632,True,0.628,0.636,False,False,True,False
Oc1cnc(N=Nc2ccccn2)c(C2=CC3C=CC2N3)c1,B0_baseline,357.31,49.36,80.6,-4.33,5.22,353.79,4.04,-2.42,291.3,2.89,0.769,True,0.766,0.771,False,False,False,False
CC12C3CC4C3C1C42c1csc(C2=CC3C=CC2(C24C=CC(C2)C(c2cccc(C(=O)CC(=O)c5ccccc5)c2)=N4)C3)c1,B0_baseline,362.77,76.15,75.2,-4.0,6.78,363.07,4.32,-0.53,591.8,8.13,0.776,True,0.75,0.802,False,False,False,False
CN(C)c1ccc(C2(C#N)C3C4C5C3C5(C#N)C42)cc1Oc1ccc(-c2ccsc2)cc1C(=O)O,B0_baseline,428.86,70.82,75.1,-4.0,4.86,356.28,4.21,-1.81,479.6,5.38,0.788,True,0.795,0.781,False,False,False,False
Oc1ccc(N=Nc2cccc(C3=CC4CC3C=C4c3ccccc3)c2)cn1,B0_baseline,393.1,50.02,77.0,-4.29,4.56,338.87,4.1,-0.44,365.4,6.32,0.72,True,0.679,0.761,False,False,False,False
CCCCC(CC)COC(=O)C1=C(c2ccccc2N=Nc2ccccc2)C2C=C(c3cccs3)C1C2,B0_baseline,377.58,53.13,71.5,-4.25,4.76,363.01,4.23,0.87,510.7,9.41,0.523,True,0.425,0.622,False,False,True,False
CSC1=CC2C(S#N)=C(C#N)C1C2C1=C(c2cccs2)C2CC1C=C2C#N,B0_baseline,401.99,71.77,75.6,-4.0,6.57,354.35,3.99,-1.12,405.6,5.71,0.679,True,0.619,0.739,False,False,True,False
CCCCC(CC)COC(=O)C1=CC2C=C(C#N)C1C2,B0_baseline,268.85,77.26,75.0,-4.0,4.98,319.17,3.89,-1.69,273.4,3.77,0.462,True,0.389,0.536,False,False,True,False
COC(=O)C1=C(c2ccccc2N=Nc2ccccc2)C2C=C(O)C1C2,B0_baseline,389.71,50.6,71.5,-4.18,4.4,351.37,4.01,-1.18,346.4,5.12,0.642,True,0.562,0.722,True,False,True,False
N#CC1=C(C#N)C2CC1C=C2c1cc(C(=O)CC(=O)c2ccccc2)ccc1C(F)(F)F,B0_baseline,371.92,66.57,72.5,-4.0,4.42,340.93,3.89,-1.41,432.4,5.54,0.756,True,0.742,0.769,True,False,False,False
CC(C#N)c1ccc(C(=O)O)c(O)c1-c1ccc(C(=O)CC(=O)c2ccccc2)cc1,B0_baseline,408.13,62.27,76.6,-5.09,2.94,345.1,4.06,-1.79,413.4,4.84,0.742,True,0.75,0.735,True,False,False,False
C1=CC2SC1C=C2c1ccccc1,B0_baseline,283.37,64.02,75.0,-4.0,4.62,277.62,3.9,-1.62,186.3,3.12,0.699,True,0.718,0.68,False,False,False,False
COC12C3C4C(C3(C#N)c3ccc(N(C)C)nc3)C1(C#N)C42,B0_baseline,400.02,77.07,76.2,-4.06,5.31,338.63,3.89,-3.54,292.3,1.32,0.779,True,0.774,0.784,False,False,False,False
CSOC12C3C4CC3(C35C=CC(C3)C(C#N)=C5)C1C42F,B0_baseline,310.67,97.67,75.0,-4.0,7.07,320.37,4.19,-2.3,287.4,3.03,0.8,True,0.754,0.845,False,False,False,False
CN(O)c1ccc(C2(C#N)C3C4C5C3C5(C#N)C42)cn1,B0_baseline,410.77,68.93,76.1,-4.03,5.47,347.57,3.91,-3.38,264.3,1.31,0.816,True,0.818,0.815,False,False,False,False
O=C(Oc1csc(C2=CC3C=CC2C3)c1)c1ccccc1O,B0_baseline,366.37,66.67,75.3,-4.0,4.49,344.51,4.07,-1.57,310.4,4.26,0.688,True,0.667,0.71,True,False,False,False
CC1=CC2C=CC1(Oc1cccnc1C(=O)O)C2,B0_baseline,338.07,68.86,73.4,-4.03,4.82,330.27,3.84,-2.46,243.3,2.43,0.754,True,0.754,0.754,False,False,False,False
N#CC1=C(C23C=CC(N2)C(S#N)=C3C#N)C2C=CC1C2,B0_baseline,359.78,69.23,75.1,-4.0,6.7,344.17,3.08,-2.78,278.3,2.28,0.73,True,0.622,0.839,False,False,True,False
N#CC1C2C3C4C2C1(C1C2C=CC1C(c1cccc(C(=O)c5ccccc5)c1)=C2)C34C#N,B0_baseline,364.24,67.56,75.0,-4.0,5.89,346.31,3.9,-1.75,412.5,4.89,0.721,True,0.672,0.77,False,False,False,False
CN(C)c1ccc(C2(C#N)C3C4C2C2(C56C7C(C#N)C5C5(C#N)C7C56)C4C32C#N)c(F)n1,B0_baseline,414.35,70.79,73.6,-4.0,6.48,366.98,3.94,-3.69,420.5,2.22,0.829,True,0.831,0.827,False,False,False,False
CSOC12C3C4OC3C1(c1cc(O)ccc1N=Nc1ccccc1)C42,B0_baseline,400.67,52.58,73.6,-4.33,4.95,347.1,3.95,-1.92,352.4,4.12,0.698,True,0.611,0.786,False,False,True,False
N#CC1=C(S#N)C2C=CC1C2C1(S#N)C2C3C1C1(C#N)C2C31c1ccccc1,B0_baseline,365.88,88.93,75.1,-4.0,6.8,346.91,3.85,-2.06,398.5,4.33,0.762,True,0.75,0.774,False,False,False,False
CCCCC(CC)COC(=O)c1c(C(=O)NC(=O)c2ccccc2)cccc1C1=CC2CC1C(C#N)=C2C#N,B0_baseline,400.57,72.34,75.1,-4.0,4.7,344.84,4.01,-1.62,521.6,6.01,0.591,True,0.588,0.595,False,False,True,False
CN(C)c1ccc(N=Nc2ccccc2)cc1-c1ccccc1C1=CC2C=[SH]C1C2Cl,B0_baseline,387.21,51.58,74.5,-4.21,5.04,348.72,4.14,-0.38,446.0,7.11,0.722,True,0.667,0.778,False,False,False,False
Oc1ccc(N=Nc2cc(-c3cccc(N=Nc4ccccc4)c3)ccn2)cc1,B0_baseline,397.89,57.22,78.1,-5.55,2.68,352.96,4.14,0.16,379.4,7.29,0.603,True,0.486,0.72,True,False,True,False
CCCN(C)CC(Cl)OC12C3C4CC3C1C42,B0_baseline,301.87,72.45,75.6,-4.0,5.05,331.48,3.11,-2.63,241.8,2.17,0.813,True,0.825,0.8,False,False,False,False
N#CC1=C(C#N)C2(c3ccccc3C(=O)C34C5C6CC3(C37CC8C9C3C9(c3ccccc3)C87)C6C54)C=CC1C2,B0_baseline,368.49,72.91,74.4,-4.01,6.75,348.47,4.21,-1.68,502.6,5.76,0.798,True,0.787,0.81,False,False,False,False
N#CC1(Cl)C2C=CC1C(c1ccccc1)=C2,B0_baseline,281.63,66.71,75.0,-4.0,4.89,303.91,4.06,-1.68,227.7,3.39,0.647,True,0.558,0.735,False,False,True,False
N#CC1=C(C23C=CC(C2)C(S#N)=C3S#N)C2C=CC1C2,B0_baseline,311.99,79.63,75.2,-4.0,6.92,339.78,3.97,-1.51,297.4,4.23,0.738,True,0.636,0.839,False,False,True,False
CC1=C(c2ccccc2N=Nc2ccccn2)C2C=CC1C2,B0_baseline,352.32,50.86,75.6,-4.27,4.51,336.35,4.31,-0.56,287.4,5.48,0.661,True,0.58,0.742,False,False,True,False
O=C(OC12CC3(C4C5C=CC4C=C5)C4C(C41)C23)c1ncccc1O,B0_baseline,360.75,97.92,73.8,-4.0,6.01,338.18,3.84,-2.83,319.4,2.57,0.775,True,0.8,0.75,False,False,False,False
N#CC1C2C3C1C1(C#N)C2C31c1cccc(C(=O)c2ccccc2-c2cc(O)ccc2N=Nc2ccccn2)c1,B0_baseline,402.89,48.98,75.6,-4.29,5.0,359.49,3.97,-1.25,519.6,6.51,0.792,True,0.779,0.804,False,False,False,False
COc1ccc(C23C4C(C#N)C5(C6C7C=CC6C=C7)C4C2C35C#N)cc1,B0_baseline,351.54,71.01,75.0,-4.0,5.99,349.49,4.06,-2.31,338.4,3.46,0.695,True,0.702,0.688,False,False,False,False
O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,B0_baseline,347.08,66.33,77.4,-5.0,1.39,347.6,4.18,-1.5,286.3,4.15,0.547,True,0.618,0.476,True,False,True,False
Oc1ccc(N=Nc2cccc(-c3cc(N=Nc4ccccc4)ccc3O)c2)cc1,B0_baseline,401.22,55.1,78.3,-5.2,2.61,351.35,4.15,0.29,394.4,7.6,0.553,True,0.419,0.688,True,False,True,False
O=C(OS)C12C3C4CC1C4(O)C32,B0_baseline,330.14,63.86,74.7,-4.01,5.79,307.05,2.17,-3.82,184.2,0.0,0.866,True,0.844,0.887,False,False,False,False
O=C(O)c1ccc(C2=CC3(C(=O)c4ccccc4)C=CC2C3)cc1O,B0_baseline,356.91,61.73,75.2,-4.0,4.36,341.78,4.15,-1.94,332.4,3.93,0.675,True,0.695,0.655,True,False,False,False
COC1C2C=CC1(C13C=CC(C=C1c1cc(C45C6CC7C6C4C75C)cs1)C3)C=C2c1cccc(C(=O)CC(=O)c2ccccn2)c1,B0_baseline,383.76,80.21,75.4,-4.0,6.99,364.71,4.29,-0.82,621.8,8.0,0.774,True,0.752,0.796,False,False,False,False
CN(CC1=CC2(C34C5C6C(C#N)C(C53C#N)C64c3ccccc3/C=C/C(=O)O)CC1C=C2C#N)c1ccc(N=Nc2ccccc2)cc1,B0_baseline,414.68,49.58,74.4,-4.29,6.42,364.19,3.98,-1.19,626.7,7.51,0.75,True,0.714,0.786,False,False,False,False
CN(Cc1ccnc(O)c1C(=O)O)c1ccc(N=Nc2ccccc2)c(-c2ccnc(N=Nc3ccc(O)cn3)c2)c1,B0_baseline,408.74,56.84,79.4,-5.56,3.54,365.75,4.27,-1.07,560.6,7.12,0.752,True,0.707,0.798,True,False,False,False
CC(Cl)OC12C3C4CC3(c3cccc(O)c3C(=O)O)C1C42C(F)(F)F,B0_baseline,347.4,53.53,79.0,-4.0,5.21,332.62,3.66,-2.49,374.7,3.51,0.788,True,0.784,0.793,False,False,False,False
N#CC1=C(S#N)C2C=CC1C2C1(S#N)C2C3C4C2C4(S#N)C31,B0_baseline,350.06,82.85,75.1,-4.0,7.57,351.3,4.01,-2.34,342.5,3.45,0.794,True,0.761,0.827,False,False,False,False
CCOC12CC(C=N1)C(C1C3C=C(c4ccccc4)C1C(C#N)=C3S#N)=C2c1sccc1C(C)(C)O,B0_baseline,414.4,57.69,74.8,-4.02,6.39,365.06,4.28,-1.21,513.7,6.52,0.776,True,0.77,0.781,False,False,False,False
N#CC1C2C3C1C1(C(Cl)(CC45C=CC(C=C4)C5)OC45C6C7CC6C4(C(F)(F)F)C75)C3C21C#N,B0_baseline,303.26,74.41,75.0,-4.0,7.68,342.39,3.91,-2.14,468.9,4.81,0.882,True,0.866,0.899,False,False,False,False
N#CC1=CC2C=CC1(C13C4CC5(C67CC8C9C(C86)C97C(=O)c6ccccc6C67C=CC(C6)C(C#N)=C7C#N)C4C1C53)C2,B0_baseline,357.81,69.48,74.5,-4.01,7.78,351.79,4.02,-1.86,541.7,5.83,0.833,True,0.817,0.848,False,False,False,False
C1=CC2CC1C=C2c1cccc(C23C4C5SC4C2C53)c1,B0_baseline,293.75,69.15,75.0,-4.0,5.95,318.6,4.02,-1.63,276.4,3.89,0.658,True,0.5,0.817,False,False,True,False
CC(C)(C)c1ccsc1C1=C(C2C3N=C(c4ccccc4)C2(c2cccc(N=Nc4ccc(O)cc4)c2)C(C#N)=C3S#N)C2C=CC1C2,B0_baseline,413.48,44.21,74.4,-4.28,6.25,362.05,4.03,0.74,663.9,10.56,0.756,True,0.708,0.804,False,False,False,False
CN(C)C1=C(c2ccccc2)C2C(C#N)=C(S#N)C1C2C1=C(c2sccc2C(C)(C)C)C2C=CC1C2,B0_baseline,393.93,68.89,75.2,-4.0,6.12,335.33,4.28,-0.24,509.7,7.84,0.704,True,0.625,0.782,False,False,True,False
N#CC1(c2ccccc2C(=O)CC(=O)c2ccccc2-c2ccsc2)C2C3C1C1(C#N)C2C31C#N,B0_baseline,400.52,63.28,75.5,-4.0,4.98,350.06,4.17,-1.9,471.5,5.17,0.779,True,0.815,0.742,False,False,False,False
N#CC12C3C4C(C31)C(C#N)(C1C3C5C6C5C1(OC(=O)c1ncccc1O)C63)C42,B0_baseline,414.32,70.58,74.0,-4.0,6.11,368.54,3.83,-3.82,369.4,1.59,0.8,True,0.816,0.785,False,False,False,False
CN(C)c1ccc(N=Nc2ccccc2)cc1-c1cccc(C23C4C(C#N)C2C2(C#N)C4C23C23C=CC(C=C2C#N)C3)c1/C=C/C(=O)O,B0_baseline,416.16,50.29,74.3,-4.28,6.52,370.51,4.01,-1.03,626.7,7.74,0.798,True,0.787,0.809,False,False,False,False
Oc1ccc(N=Nc2ccccn2)cc1,B0_baseline,364.96,51.3,76.9,-5.74,2.35,326.45,3.85,-1.64,199.2,3.2,0.552,True,0.429,0.676,True,False,True,False
CC(OC12C3C4CC3C1C42)C(=O)c1ccc(-c2cccc(C(=O)O)c2O)cc1,B0_baseline,370.31,62.67,72.8,-4.0,4.14,348.25,3.97,-2.43,376.4,3.61,0.75,True,0.746,0.755,True,False,False,False
CC1=C(c2cccc(C3C4C=CC3(C(=O)c3ccccc3)C=C4Cl)c2/C=C/C(=O)O)C2C=CC1C2,B0_baseline,364.15,83.67,75.3,-4.01,5.83,360.55,4.14,-0.64,481.0,7.04,0.734,True,0.693,0.775,False,False,False,False
ClC1C2C=CC1C(c1cccs1)=C2,B0_baseline,285.98,68.85,75.0,-4.0,5.03,310.82,3.95,-1.45,208.7,3.55,0.648,True,0.696,0.6,False,False,True,False
CCCCC(CC)COC(=O)C12C3CC4C3C1C42,B0_baseline,301.28,70.47,74.5,-4.01,4.64,319.09,4.0,-1.9,248.4,3.26,0.583,True,0.556,0.611,False,False,True,False
CCSCC(CC)COC(=O)c1ccccc1C(=O)c1ccccc1,B0_baseline,368.87,82.9,76.2,-4.98,2.64,356.96,4.11,-1.43,356.5,4.85,0.595,True,0.651,0.538,True,False,True,False
C1=CC2(C34C=CC(C=C3c3cc(C56C7CC8C7C5C86)cs3)C4)C=CC1C2,B0_baseline,295.9,98.19,75.0,-4.0,7.12,345.01,4.12,-0.88,354.5,5.6,0.854,True,0.857,0.85,False,False,False,False
CCOC12C=CC(C1)C(C1C3C=C(c4ccccc4C4C5C6C4C4C5C64)C1C(C#N)=C3S#N)=C2c1sccc1C(C)(C)C,B0_baseline,395.62,50.29,75.2,-4.0,6.94,343.99,4.29,-0.01,600.9,8.95,0.801,True,0.777,0.825,False,False,False,False
CN(N)c1ccc(N=Nc2cccc(C(C)(C)C)c2C2C3C=CC2C(C#N)=C3C#N)cc1CC1=CC2C=CC1C2,B0_baseline,372.6,50.95,79.1,-4.31,6.17,343.97,4.22,-0.5,526.7,7.63,0.766,True,0.727,0.804,False,False,False,False
CO/C(=C\c1ccccc1C12C3C(C#N)C1C1(C#N)C3C12)C(=O)O,B0_baseline,382.58,69.23,73.9,-4.0,5.14,364.0,3.78,-3.1,318.3,2.17,0.768,True,0.769,0.767,False,False,False,False
ClC12C3SC1C1C3C12,B0_baseline,285.27,85.52,75.7,-4.0,6.2,286.95,3.2,-2.63,144.6,1.34,0.912,True,0.915,0.909,False,False,False,False
N#CC1=C(C#N)C2(c3ccsc3)CC1C=C2c1ccccc1C(=O)CC(=O)c1ccccc1,B0_baseline,387.44,60.2,74.9,-4.0,4.59,350.57,4.31,-1.23,446.5,5.9,0.776,True,0.764,0.789,False,False,False,False
O=C(OCc1ccccc1)C1=CC2C=CC1C2,B0_baseline,333.85,96.8,74.7,-4.0,3.97,334.4,3.9,-2.05,226.3,2.86,0.531,True,0.375,0.686,True,False,True,False
CC(C)(C)C12C=CC(C(S#N)=C1C#N)C2C1(C#N)C2C3C4C2C4(C#N)C31,B0_baseline,351.09,64.45,75.1,-4.0,7.09,371.9,4.01,-2.06,358.5,3.98,0.813,True,0.778,0.848,False,False,False,False
O=C(O)c1ncc(-c2ccsc2)cc1O,B0_baseline,360.43,64.13,78.4,-5.09,2.43,336.78,4.16,-2.48,221.2,2.21,0.766,True,0.796,0.736,True,False,False,False
CCCCC(CC)COC(=O)c1c(C(=O)CC(=O)c2ccccc2)cccc1C1=C(C)C2CC1C=C2C12C3C(C#N)C1C1(C#N)C3C12,B0_baseline,409.53,69.65,78.6,-4.1,6.19,348.9,3.84,-0.82,624.8,8.02,0.651,True,0.638,0.663,False,False,True,False
N#CC12C3C4SC3C1C42,B0_baseline,297.68,80.17,75.3,-4.0,5.83,253.18,2.15,-2.91,135.2,0.87,0.863,True,0.857,0.87,False,False,False,False
CCOc1cccc(C(=O)c2ccccc2)c1,B0_baseline,354.55,61.88,76.7,-5.05,1.43,336.67,4.11,-1.73,226.3,3.32,0.563,True,0.532,0.595,True,False,True,False
N#CC1=C(C#N)C2(c3c(-c4cccc(O)c4C(=O)O)ccc(O)c3C(=O)O)C=CC1C2,B0_baseline,403.92,65.5,76.8,-4.03,4.77,325.08,4.03,-2.86,414.4,3.33,0.76,True,0.746,0.774,False,False,False,False
CCC1=CC2C(S#N)=C(C#N)C1C2C1=C(c2cccs2)C2C=CC1C2,B0_baseline,360.96,65.09,75.2,-4.0,6.25,363.64,4.03,-0.72,362.5,5.91,0.62,True,0.509,0.731,False,False,True,False
N#Cc1cc(C23C4CC5C4C2C53)cs1,B0_baseline,309.41,72.91,75.0,-4.0,5.24,314.84,3.75,-2.22,199.3,2.38,0.803,True,0.796,0.81,False,False,False,False
O=C(OS)C1=CC2C=C(O)C1C2,B0_baseline,301.15,71.82,75.0,-4.0,5.77,285.05,2.88,-2.84,184.2,1.39,0.718,True,0.615,0.82,False,False,True,False
CC1=C(c2c(N=Nc3ccccc3)cccc2-c2ccsc2)C2C=CC1C2,B0_baseline,361.86,47.52,73.1,-4.22,4.47,352.68,4.2,0.6,368.5,7.81,0.687,True,0.66,0.714,True,False,False,False
c1ccc(C23CC4C5C(C42)C53)cc1,B0_baseline,312.85,86.93,74.8,-4.0,4.32,247.68,3.49,-1.99,168.2,2.45,0.783,True,0.787,0.778,True,False,False,False
N#CC1=CC2(C34CC5C6C3C6(OSO)C54)C=CC1C2,B0_baseline,374.0,97.33,75.0,-4.0,7.14,341.4,3.15,-2.38,271.3,2.78,0.805,True,0.75,0.86,False,False,False,False
CSOC12C3C4OC3C1(c1nc(O)cc(-c3cccc(N=Nc5ccc(O)cc5)c3)c1N=Nc1ccccc1)C42,B0_baseline,376.36,50.23,76.9,-4.32,5.13,353.14,4.43,-0.87,549.6,7.3,0.756,True,0.71,0.803,False,False,False,False
CCCCC(C(OC(=O)OC(=O)c1ccccc1O)c1ccc(OC)cc1)C(C)C12C=CC(C=C1)C2,B0_baseline,388.47,72.58,80.5,-4.04,4.93,349.13,4.39,-0.72,490.6,7.01,0.653,True,0.667,0.639,False,False,True,False
