SMILES,lambda_max,delta_h,pss_z,k_thermal,donor,acceptor,scaffold,system_type,source_id,calc_method
CC1=CC2(C)CC1C(C(F)(F)F)=C2c1ccco1,328.0,82.5,75.0,0.0001,2-Furyl,Trifluoromethyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CS(=O)(=O)C1=C(c2ccco2)C2C=CC1C2,333.0,61.5,75.0,0.0001,2-Furyl,Methylsulfonyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(S(C)(=O)=O)=C2c1ccco1,333.0,118.77,75.0,0.0001,2-Furyl,Methylsulfonyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccco1,333.0,78.5,75.0,0.0001,2-Furyl,Methylsulfonyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
NC(=O)C1=C(c2ccco2)C2C=CC1C2,337.0,95.31,75.0,0.0001,2-Furyl,Carboxamide,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccco1)=C2C(N)=O,337.0,82.5,75.0,0.0001,2-Furyl,Carboxamide,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(N)=O)=C2c1ccco1,337.0,73.48,75.0,0.0001,2-Furyl,Carboxamide,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
N#Cc1ccc(C2=C(c3ccco3)C3C=CC2C3)cc1,368.0,68.5,75.0,0.0001,2-Furyl,4-Cyanophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccco1)=C2c1ccc(C#N)cc1,368.0,63.5,75.0,0.0001,2-Furyl,4-Cyanophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccc(C#N)cc1)=C2c1ccco1,368.0,61.5,75.0,0.0001,2-Furyl,4-Cyanophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
O=[N+]([O-])c1ccc(C2=C(c3ccco3)C3C=CC2C3)cc1,373.0,58.5,75.0,0.0001,2-Furyl,4-Nitrophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccco1)=C2c1ccc([N+](=O)[O-])cc1,373.0,67.77,75.0,0.0001,2-Furyl,4-Nitrophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccc([N+](=O)[O-])cc1)=C2c1ccco1,373.0,67.77,75.0,0.0001,2-Furyl,4-Nitrophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
FC(F)(F)c1ccc(C2=C(c3ccco3)C3C=CC2C3)cc1,361.0,71.5,75.0,0.0001,2-Furyl,4-Trifluoromethylphenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccco1)=C2c1ccc(C(F)(F)F)cc1,361.0,73.5,75.0,0.0001,2-Furyl,4-Trifluoromethylphenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccc(C(F)(F)F)cc1)=C2c1ccco1,361.0,59.5,75.0,0.0001,2-Furyl,4-Trifluoromethylphenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
O=C(C1=C(c2ccco2)C2C=CC1C2)c1ccccc1,358.0,59.1,75.0,0.0001,2-Furyl,Benzoyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccco1)=C2C(=O)c1ccccc1,358.0,80.5,75.0,0.0001,2-Furyl,Benzoyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1ccco1,358.0,56.21,75.0,0.0001,2-Furyl,Benzoyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
C1=CC2CC1C(c1ccccn1)=C2c1ccco1,351.0,58.78,75.0,0.0001,2-Furyl,2-Pyridyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccco1)=C2c1ccccn1,351.0,68.43,75.0,0.0001,2-Furyl,2-Pyridyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccco1,351.0,57.63,75.0,0.0001,2-Furyl,2-Pyridyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
C1=CC2CC1C(c1ccncc1)=C2c1ccco1,353.0,69.5,75.0,0.0001,2-Furyl,4-Pyridyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccco1)=C2c1ccncc1,353.0,68.37,75.0,0.0001,2-Furyl,4-Pyridyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccco1,353.0,68.37,75.0,0.0001,2-Furyl,4-Pyridyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
O=C(O)C1=C(c2ccco2)C2C=CC1C2,338.0,102.5,75.0,0.0001,2-Furyl,Carboxylic acid,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccco1)=C2C(=O)O,338.0,39.6,75.0,0.0001,2-Furyl,Carboxylic acid,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(=O)O)=C2c1ccco1,338.0,101.75,75.0,0.0001,2-Furyl,Carboxylic acid,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(c2ccco2)C2C=CC1C2,343.0,88.27,75.0,0.0001,2-Furyl,Ethylhexyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(c2ccco2)C2C=CC1C2(C)C,343.0,48.64,75.0,0.0001,2-Furyl,Ethylhexyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(c2ccco2)C2(C)C=C(C)C1C2,343.0,93.31,75.0,0.0001,2-Furyl,Ethylhexyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
N#Cc1cccc(C2=C(c3ccco3)C3C=CC2C3)c1,365.0,81.5,75.0,0.0001,2-Furyl,3-Cyanophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccco1)=C2c1cccc(C#N)c1,365.0,76.5,75.0,0.0001,2-Furyl,3-Cyanophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1cccc(C#N)c1)=C2c1ccco1,365.0,68.01,75.0,0.0001,2-Furyl,3-Cyanophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(C)OC(=O)C1=C(c2ccco2)C2C=CC1C2,341.0,103.47,75.0,0.0001,2-Furyl,Isopropyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(C)OC(=O)C1=C(c2ccco2)C2C=CC1C2(C)C,341.0,75.5,75.0,0.0001,2-Furyl,Isopropyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccco1,341.0,88.65,75.0,0.0001,2-Furyl,Isopropyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
O=S(=O)(C1=C(c2ccco2)C2C=CC1C2)c1ccccc1,355.0,79.5,75.0,0.0001,2-Furyl,Phenylsulfonyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(S(=O)(=O)c1ccccc1)=C2c1ccco1,355.0,77.5,75.0,0.0001,2-Furyl,Phenylsulfonyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(S(=O)(=O)c1ccccc1)=C2c1ccco1,355.0,63.5,75.0,0.0001,2-Furyl,Phenylsulfonyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
C1=CC2CC1C(c1ccco1)=C2c1nccs1,349.0,46.63,75.0,0.0001,2-Furyl,2-Thiazolyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1nccs1)=C2c1ccco1,349.0,68.49,75.0,0.0001,2-Furyl,2-Thiazolyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1nccs1)=C2c1ccco1,349.0,36.57,75.0,0.0001,2-Furyl,2-Thiazolyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2ccco2)C2C=CC1C2,339.0,95.12,75.0,0.0001,2-Furyl,Ethylamide,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2ccco2)C2C=CC1C2(C)C,339.0,48.18,75.0,0.0001,2-Furyl,Ethylamide,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2ccco2)C2(C)C=C(C)C1C2,339.0,102.68,75.0,0.0001,2-Furyl,Ethylamide,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
N#CC1=C(c2ccc(F)cc2)C2C=CC1C2,328.0,64.43,75.0,0.0001,4-Fluorophenyl,Cyano,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2C#N,328.0,73.5,75.0,0.0001,4-Fluorophenyl,Cyano,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C#N)=C2c1ccc(F)cc1,328.0,59.27,75.0,0.0001,4-Fluorophenyl,Cyano,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,331.0,67.95,75.0,0.0001,4-Fluorophenyl,Methyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C,331.0,72.5,75.0,0.0001,4-Fluorophenyl,Methyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
COC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2,331.0,59.27,75.0,0.0001,4-Fluorophenyl,Methyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,331.0,68.14,75.0,0.0001,4-Fluorophenyl,Ethyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C,331.0,79.5,75.0,0.0001,4-Fluorophenyl,Ethyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCOC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2,331.0,63.02,75.0,0.0001,4-Fluorophenyl,Ethyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,333.0,68.5,75.0,0.0001,4-Fluorophenyl,Acetyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C,333.0,68.17,75.0,0.0001,4-Fluorophenyl,Acetyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2,333.0,76.5,75.0,0.0001,4-Fluorophenyl,Acetyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Fc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1,318.0,135.91,75.0,0.0001,4-Fluorophenyl,Trifluoromethyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(C(F)(F)F)=C2c1ccc(F)cc1,318.0,68.03,75.0,0.0001,4-Fluorophenyl,Trifluoromethyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(F)(F)F)=C2c1ccc(F)cc1,318.0,127.33,75.0,0.0001,4-Fluorophenyl,Trifluoromethyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CS(=O)(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,323.0,79.5,75.0,0.0001,4-Fluorophenyl,Methylsulfonyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(S(C)(=O)=O)=C2c1ccc(F)cc1,323.0,81.84,75.0,0.0001,4-Fluorophenyl,Methylsulfonyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccc(F)cc1,323.0,69.5,75.0,0.0001,4-Fluorophenyl,Methylsulfonyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
NC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,327.0,58.08,75.0,0.0001,4-Fluorophenyl,Carboxamide,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2C(N)=O,327.0,76.5,75.0,0.0001,4-Fluorophenyl,Carboxamide,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(N)=O)=C2c1ccc(F)cc1,327.0,47.25,75.0,0.0001,4-Fluorophenyl,Carboxamide,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
N#Cc1ccc(C2=C(c3ccc(F)cc3)C3C=CC2C3)cc1,358.0,67.42,75.0,0.0001,4-Fluorophenyl,4-Cyanophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccc(C#N)cc1)=C2c1ccc(F)cc1,358.0,81.5,75.0,0.0001,4-Fluorophenyl,4-Cyanophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccc(C#N)cc1)=C2c1ccc(F)cc1,358.0,67.42,75.0,0.0001,4-Fluorophenyl,4-Cyanophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
O=[N+]([O-])c1ccc(C2=C(c3ccc(F)cc3)C3C=CC2C3)cc1,363.0,58.5,75.0,0.0001,4-Fluorophenyl,4-Nitrophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccc([N+](=O)[O-])cc1)=C2c1ccc(F)cc1,363.0,72.5,75.0,0.0001,4-Fluorophenyl,4-Nitrophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccc([N+](=O)[O-])cc1)=C2c1ccc(F)cc1,363.0,67.27,75.0,0.0001,4-Fluorophenyl,4-Nitrophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Fc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3C=CC2C3)cc1,351.0,75.5,75.0,0.0001,4-Fluorophenyl,4-Trifluoromethylphenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccc(C(F)(F)F)cc1)=C2c1ccc(F)cc1,351.0,65.5,75.0,0.0001,4-Fluorophenyl,4-Trifluoromethylphenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccc(C(F)(F)F)cc1)=C2c1ccc(F)cc1,351.0,72.5,75.0,0.0001,4-Fluorophenyl,4-Trifluoromethylphenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
O=C(C1=C(c2ccc(F)cc2)C2C=CC1C2)c1ccccc1,348.0,40.09,75.0,0.0001,4-Fluorophenyl,Benzoyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2C(=O)c1ccccc1,348.0,67.72,75.0,0.0001,4-Fluorophenyl,Benzoyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1ccc(F)cc1,348.0,67.5,75.0,0.0001,4-Fluorophenyl,Benzoyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Fc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,341.0,35.68,75.0,0.0001,4-Fluorophenyl,2-Pyridyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccccn1)=C2c1ccc(F)cc1,341.0,67.93,75.0,0.0001,4-Fluorophenyl,2-Pyridyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(F)cc1,341.0,73.5,75.0,0.0001,4-Fluorophenyl,2-Pyridyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Fc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,343.0,67.87,75.0,0.0001,4-Fluorophenyl,4-Pyridyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2c1ccncc1,343.0,67.87,75.0,0.0001,4-Fluorophenyl,4-Pyridyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccc(F)cc1,343.0,67.87,75.0,0.0001,4-Fluorophenyl,4-Pyridyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
O=C(O)C1=C(c2ccc(F)cc2)C2C=CC1C2,328.0,71.09,75.0,0.0001,4-Fluorophenyl,Carboxylic acid,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1ccc(F)cc1)=C2C(=O)O,328.0,67.5,75.0,0.0001,4-Fluorophenyl,Carboxylic acid,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(F)cc1,328.0,66.21,75.0,0.0001,4-Fluorophenyl,Carboxylic acid,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,333.0,60.4,75.0,0.0001,4-Fluorophenyl,Ethylhexyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C,333.0,71.5,75.0,0.0001,4-Fluorophenyl,Ethylhexyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCCCC(CC)COC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2,333.0,62.03,75.0,0.0001,4-Fluorophenyl,Ethylhexyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
N#Cc1cccc(C2=C(c3ccc(F)cc3)C3C=CC2C3)c1,355.0,67.51,75.0,0.0001,4-Fluorophenyl,3-Cyanophenyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1cccc(C#N)c1)=C2c1ccc(F)cc1,355.0,67.5,75.0,0.0001,4-Fluorophenyl,3-Cyanophenyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1cccc(C#N)c1)=C2c1ccc(F)cc1,355.0,67.51,75.0,0.0001,4-Fluorophenyl,3-Cyanophenyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(C)OC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,331.0,65.05,75.0,0.0001,4-Fluorophenyl,Isopropyl ester,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC(C)OC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C,331.0,69.5,75.0,0.0001,4-Fluorophenyl,Isopropyl ester,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(F)cc1,331.0,58.52,75.0,0.0001,4-Fluorophenyl,Isopropyl ester,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
O=S(=O)(C1=C(c2ccc(F)cc2)C2C=CC1C2)c1ccccc1,345.0,72.5,75.0,0.0001,4-Fluorophenyl,Phenylsulfonyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(S(=O)(=O)c1ccccc1)=C2c1ccc(F)cc1,345.0,116.51,75.0,0.0001,4-Fluorophenyl,Phenylsulfonyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(S(=O)(=O)c1ccccc1)=C2c1ccc(F)cc1,345.0,71.5,75.0,0.0001,4-Fluorophenyl,Phenylsulfonyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
Fc1ccc(C2=C(c3nccs3)C3C=CC2C3)cc1,339.0,64.5,75.0,0.0001,4-Fluorophenyl,2-Thiazolyl,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1(C)C2C=CC1C(c1nccs1)=C2c1ccc(F)cc1,339.0,67.99,75.0,0.0001,4-Fluorophenyl,2-Thiazolyl,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CC1=CC2(C)CC1C(c1nccs1)=C2c1ccc(F)cc1,339.0,59.5,75.0,0.0001,4-Fluorophenyl,2-Thiazolyl,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2,329.0,76.7,75.0,0.0001,4-Fluorophenyl,Ethylamide,Unsubstituted_C7,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2ccc(F)cc2)C2C=CC1C2(C)C,329.0,74.5,75.0,0.0001,4-Fluorophenyl,Ethylamide,"7,7-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
CCNC(=O)C1=C(c2ccc(F)cc2)C2(C)C=C(C)C1C2,329.0,46.97,75.0,0.0001,4-Fluorophenyl,Ethylamide,"1,4-Dimethyl",NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D
