SMILES,lambda_max,delta_h,pss_z,k_thermal,system_type,source_id,calc_method,compound_name
O=S(=O)(C1=C(c2ccccc2)C2C=CC1C2)c1ccccc1,347.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_111
CC1(C)C2C=CC1C(S(=O)(=O)c1ccccc1)=C2c1ccccc1,347.0,104.46,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_112
CC1=CC2(C)CC1C(S(=O)(=O)c1ccccc1)=C2c1ccccc1,347.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_113
C1=CC2CC1C(c1ccccc1)=C2c1nccs1,341.0,76.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_114
CC1(C)C2C=CC1C(c1nccs1)=C2c1ccccc1,341.0,68.09,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_115
CC1=CC2(C)CC1C(c1nccs1)=C2c1ccccc1,341.0,71.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_116
CCNC(=O)C1=C(c2ccccc2)C2C=CC1C2,331.0,77.53,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_117
CCNC(=O)C1=C(c2ccccc2)C2C=CC1C2(C)C,331.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_118
CCNC(=O)C1=C(c2ccccc2)C2(C)C=C(C)C1C2,331.0,36.28,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_119
COc1ccc(C2=C(C#N)C3C=CC2C3)cc1,352.0,65.39,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_120
COc1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1,352.0,66.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_121
COc1ccc(C2=C(C#N)C3CC2(C)C=C3C)cc1,352.0,58.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_122
COC(=O)C1=C(c2ccc(OC)cc2)C2C=CC1C2,355.0,65.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_123
COC(=O)C1=C(c2ccc(OC)cc2)C2C=CC1C2(C)C,355.0,68.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_124
COC(=O)C1=C(c2ccc(OC)cc2)C2(C)C=C(C)C1C2,355.0,62.35,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_125
CCOC(=O)C1=C(c2ccc(OC)cc2)C2C=CC1C2,355.0,68.6,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_126
CCOC(=O)C1=C(c2ccc(OC)cc2)C2C=CC1C2(C)C,355.0,69.43,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_127
CCOC(=O)C1=C(c2ccc(OC)cc2)C2(C)C=C(C)C1C2,355.0,57.1,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_128
COc1ccc(C2=C(C(C)=O)C3C=CC2C3)cc1,357.0,32.96,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_129
COc1ccc(C2=C(C(C)=O)C3C=CC2C3(C)C)cc1,357.0,69.37,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_130
COc1ccc(C2=C(C(C)=O)C3CC2(C)C=C3C)cc1,357.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_131
COc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1,342.0,134.05,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_132
COc1ccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)cc1,342.0,66.89,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_133
COc1ccc(C2=C(C(F)(F)F)C3CC2(C)C=C3C)cc1,342.0,127.08,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_134
COc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3)cc1,347.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_135
COc1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)cc1,347.0,84.79,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_136
COc1ccc(C2=C(S(C)(=O)=O)C3CC2(C)C=C3C)cc1,347.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_137
COc1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1,351.0,54.34,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_138
COc1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1,351.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_139
COc1ccc(C2=C(C(N)=O)C3CC2(C)C=C3C)cc1,351.0,69.92,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_140
COc1ccc(C2=C(c3ccc(C#N)cc3)C3C=CC2C3)cc1,382.0,68.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_141
COc1ccc(C2=C(c3ccc(C#N)cc3)C3C=CC2C3(C)C)cc1,382.0,68.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_142
COc1ccc(C2=C(c3ccc(C#N)cc3)C3CC2(C)C=C3C)cc1,382.0,68.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_143
COc1ccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3C=CC2C3)cc1,387.0,61.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_144
COc1ccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3C=CC2C3(C)C)cc1,387.0,68.47,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_145
COc1ccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3CC2(C)C=C3C)cc1,387.0,68.47,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_146
COc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3C=CC2C3)cc1,375.0,68.83,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_147
COc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3C=CC2C3(C)C)cc1,375.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_148
COc1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3CC2(C)C=C3C)cc1,375.0,68.83,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_149
COc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)cc1,372.0,80.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_150
COc1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)cc1,372.0,68.92,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_151
COc1ccc(C2=C(C(=O)c3ccccc3)C3CC2(C)C=C3C)cc1,372.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_152
COc1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,365.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_153
COc1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1,365.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_154
COc1ccc(C2=C(c3ccccn3)C3CC2(C)C=C3C)cc1,365.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_155
COc1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,367.0,69.07,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_156
COc1ccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)cc1,367.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_157
COc1ccc(C2=C(c3ccncc3)C3CC2(C)C=C3C)cc1,367.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_158
COc1ccc(C2=C(C(=O)O)C3C=CC2C3)cc1,352.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_159
COc1ccc(C2=C(C(=O)O)C3C=CC2C3(C)C)cc1,352.0,63.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_160
COc1ccc(C2=C(C(=O)O)C3CC2(C)C=C3C)cc1,352.0,65.93,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_161
CCCCC(CC)COC(=O)C1=C(c2ccc(OC)cc2)C2C=CC1C2,357.0,72.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_162
CCCCC(CC)COC(=O)C1=C(c2ccc(OC)cc2)C2C=CC1C2(C)C,357.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_163
CCCCC(CC)COC(=O)C1=C(c2ccc(OC)cc2)C2(C)C=C(C)C1C2,357.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_164
COc1ccc(C2=C(c3cccc(C#N)c3)C3C=CC2C3)cc1,379.0,68.71,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_165
COc1ccc(C2=C(c3cccc(C#N)c3)C3C=CC2C3(C)C)cc1,379.0,68.71,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_166
COc1ccc(C2=C(c3cccc(C#N)c3)C3CC2(C)C=C3C)cc1,379.0,68.71,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_167
COc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)cc1,355.0,65.14,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_168
COc1ccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)cc1,355.0,69.43,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_169
COc1ccc(C2=C(C(=O)OC(C)C)C3CC2(C)C=C3C)cc1,355.0,55.34,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_170
COc1ccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3)cc1,369.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_171
COc1ccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3(C)C)cc1,369.0,66.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_172
COc1ccc(C2=C(S(=O)(=O)c3ccccc3)C3CC2(C)C=C3C)cc1,369.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_173
COc1ccc(C2=C(c3nccs3)C3C=CC2C3)cc1,363.0,65.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_174
COc1ccc(C2=C(c3nccs3)C3C=CC2C3(C)C)cc1,363.0,69.19,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_175
COc1ccc(C2=C(c3nccs3)C3CC2(C)C=C3C)cc1,363.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_176
CCNC(=O)C1=C(c2ccc(OC)cc2)C2C=CC1C2,353.0,73.78,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_177
CCNC(=O)C1=C(c2ccc(OC)cc2)C2C=CC1C2(C)C,353.0,69.49,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_178
CCNC(=O)C1=C(c2ccc(OC)cc2)C2(C)C=C(C)C1C2,353.0,47.01,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_179
CN(C)c1ccc(C2=C(C#N)C3C=CC2C3)cc1,375.0,64.6,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_180
CN(C)c1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1,375.0,61.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_181
CC1=CC2(C)CC1C(C#N)=C2c1ccc(N(C)C)cc1,375.0,54.44,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_182
COC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2,378.0,66.59,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_183
COC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2(C)C,378.0,70.58,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_184
COC(=O)C1=C(c2ccc(N(C)C)cc2)C2(C)C=C(C)C1C2,378.0,62.19,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_185
CCOC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2,378.0,67.32,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_186
CCOC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2(C)C,378.0,73.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_187
CCOC(=O)C1=C(c2ccc(N(C)C)cc2)C2(C)C=C(C)C1C2,378.0,51.49,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_188
CC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2,380.0,73.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_189
CC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2(C)C,380.0,71.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_190
CC(=O)C1=C(c2ccc(N(C)C)cc2)C2(C)C=C(C)C1C2,380.0,65.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_191
CN(C)c1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1,365.0,133.6,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_192
CN(C)c1ccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)cc1,365.0,68.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_193
CC1=CC2(C)CC1C(C(F)(F)F)=C2c1ccc(N(C)C)cc1,365.0,127.2,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_194
CN(C)c1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3)cc1,370.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_195
CN(C)c1ccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)cc1,370.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_196
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccc(N(C)C)cc1,370.0,71.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_197
CN(C)c1ccc(C2=C(C(N)=O)C3C=CC2C3)cc1,374.0,73.89,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_198
CN(C)c1ccc(C2=C(C(N)=O)C3C=CC2C3(C)C)cc1,374.0,70.7,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_199
CC1=CC2(C)CC1C(C(N)=O)=C2c1ccc(N(C)C)cc1,374.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_200
CN(C)c1ccc(C2=C(c3ccc(C#N)cc3)C3C=CC2C3)cc1,405.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_201
CN(C)c1ccc(C2=C(c3ccc(C#N)cc3)C3C=CC2C3(C)C)cc1,405.0,69.77,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_202
CC1=CC2(C)CC1C(c1ccc(C#N)cc1)=C2c1ccc(N(C)C)cc1,405.0,69.77,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_203
CN(C)c1ccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3C=CC2C3)cc1,410.0,69.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_204
CN(C)c1ccc(C2=C(c3ccc([N+](=O)[O-])cc3)C3C=CC2C3(C)C)cc1,410.0,69.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_205
CC1=CC2(C)CC1C(c1ccc([N+](=O)[O-])cc1)=C2c1ccc(N(C)C)cc1,410.0,69.62,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_206
CN(C)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3C=CC2C3)cc1,398.0,69.98,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_207
CN(C)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)C3C=CC2C3(C)C)cc1,398.0,69.98,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_208
CC1=CC2(C)CC1C(c1ccc(C(F)(F)F)cc1)=C2c1ccc(N(C)C)cc1,398.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_209
CN(C)c1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3)cc1,395.0,41.56,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_210
CN(C)c1ccc(C2=C(C(=O)c3ccccc3)C3C=CC2C3(C)C)cc1,395.0,70.07,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_211
CC1=CC2(C)CC1C(C(=O)c1ccccc1)=C2c1ccc(N(C)C)cc1,395.0,39.27,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_212
CN(C)c1ccc(C2=C(c3ccccn3)C3C=CC2C3)cc1,388.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_213
CN(C)c1ccc(C2=C(c3ccccn3)C3C=CC2C3(C)C)cc1,388.0,70.28,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_214
CC1=CC2(C)CC1C(c1ccccn1)=C2c1ccc(N(C)C)cc1,388.0,66.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_215
CN(C)c1ccc(C2=C(c3ccncc3)C3C=CC2C3)cc1,390.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_216
CN(C)c1ccc(C2=C(c3ccncc3)C3C=CC2C3(C)C)cc1,390.0,70.22,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_217
CC1=CC2(C)CC1C(c1ccncc1)=C2c1ccc(N(C)C)cc1,390.0,70.22,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_218
CN(C)c1ccc(C2=C(C(=O)O)C3C=CC2C3)cc1,375.0,68.66,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_219
CN(C)c1ccc(C2=C(C(=O)O)C3C=CC2C3(C)C)cc1,375.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_220
CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(N(C)C)cc1,375.0,59.39,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_221
CCCCC(CC)COC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2,380.0,50.05,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_222
CCCCC(CC)COC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2(C)C,380.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_223
CCCCC(CC)COC(=O)C1=C(c2ccc(N(C)C)cc2)C2(C)C=C(C)C1C2,380.0,77.81,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_224
CN(C)c1ccc(C2=C(c3cccc(C#N)c3)C3C=CC2C3)cc1,402.0,69.86,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_225
CN(C)c1ccc(C2=C(c3cccc(C#N)c3)C3C=CC2C3(C)C)cc1,402.0,69.86,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_226
CC1=CC2(C)CC1C(c1cccc(C#N)c1)=C2c1ccc(N(C)C)cc1,402.0,79.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_227
CC(C)OC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2,378.0,70.73,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_228
CC(C)OC(=O)C1=C(c2ccc(N(C)C)cc2)C2C=CC1C2(C)C,378.0,73.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_229
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(N(C)C)cc1,378.0,57.92,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_230
CN(C)c1ccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3)cc1,392.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_231
CN(C)c1ccc(C2=C(S(=O)(=O)c3ccccc3)C3C=CC2C3(C)C)cc1,392.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_232
CC1=CC2(C)CC1C(S(=O)(=O)c1ccccc1)=C2c1ccc(N(C)C)cc1,392.0,148.13,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_233
