SMILES,lambda_max,delta_h,pss_z,k_thermal,system_type,source_id,calc_method,compound_name,canonical_smiles
O=C(O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2,330.0,72.21,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1059,O=C(O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2
CC1(C)C2C=CC1C(c1ccc(Cl)cc1)=C2C(=O)O,330.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1060,CC1(C)C2C=CC1C(c1ccc(Cl)cc1)=C2C(=O)O
CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(Cl)cc1,330.0,64.77,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1061,CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(Cl)cc1
CCCCC(CC)COC(=O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2,335.0,64.54,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1062,CCCCC(CC)COC(=O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2
CCCCC(CC)COC(=O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2(C)C,335.0,73.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1063,CCCCC(CC)COC(=O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2(C)C
CCCCC(CC)COC(=O)C1=C(c2ccc(Cl)cc2)C2(C)C=C(C)C1C2,335.0,72.53,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1064,CCCCC(CC)COC(=O)C1=C(c2ccc(Cl)cc2)C2(C)C=C(C)C1C2
CC(C)OC(=O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2,333.0,63.99,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1068,CC(C)OC(=O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2
CC(C)OC(=O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2(C)C,333.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1069,CC(C)OC(=O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2(C)C
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(Cl)cc1,333.0,55.24,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1070,CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(Cl)cc1
CCNC(=O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2,331.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1077,CCNC(=O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2
CCNC(=O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2(C)C,331.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1078,CCNC(=O)C1=C(c2ccc(Cl)cc2)C2C=CC1C2(C)C
CCNC(=O)C1=C(c2ccc(Cl)cc2)C2(C)C=C(C)C1C2,331.0,47.61,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1079,CCNC(=O)C1=C(c2ccc(Cl)cc2)C2(C)C=C(C)C1C2
N#CC1=C(c2ccc(Br)cc2)C2C=CC1C2,332.0,64.01,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1080,N#CC1=C(c2ccc(Br)cc2)C2C=CC1C2
CC1(C)C2C=CC1C(c1ccc(Br)cc1)=C2C#N,332.0,68.52,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1081,CC1(C)C2C=CC1C(c1ccc(Br)cc1)=C2C#N
CC1=CC2(C)CC1C(C#N)=C2c1ccc(Br)cc1,332.0,58.85,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1082,CC1=CC2(C)CC1C(C#N)=C2c1ccc(Br)cc1
COC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,335.0,67.31,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1083,COC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2
COC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C,335.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1084,COC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C
COC(=O)C1=C(c2ccc(Br)cc2)C2(C)C=C(C)C1C2,335.0,65.19,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1085,COC(=O)C1=C(c2ccc(Br)cc2)C2(C)C=C(C)C1C2
CCOC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,335.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1086,CCOC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2
CCOC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C,335.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1087,CCOC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C
CCOC(=O)C1=C(c2ccc(Br)cc2)C2(C)C=C(C)C1C2,335.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1088,CCOC(=O)C1=C(c2ccc(Br)cc2)C2(C)C=C(C)C1C2
CC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,337.0,61.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1089,CC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2
CC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C,337.0,68.37,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1090,CC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C
CC(=O)C1=C(c2ccc(Br)cc2)C2(C)C=C(C)C1C2,337.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1091,CC(=O)C1=C(c2ccc(Br)cc2)C2(C)C=C(C)C1C2
FC(F)(F)C1=C(c2ccc(Br)cc2)C2C=CC1C2,322.0,135.45,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1092,FC(F)(F)C1=C(c2ccc(Br)cc2)C2C=CC1C2
CC1(C)C2C=CC1C(C(F)(F)F)=C2c1ccc(Br)cc1,322.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1093,CC1(C)C2C=CC1C(C(F)(F)F)=C2c1ccc(Br)cc1
CC1=CC2(C)CC1C(C(F)(F)F)=C2c1ccc(Br)cc1,322.0,126.87,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1094,CC1=CC2(C)CC1C(C(F)(F)F)=C2c1ccc(Br)cc1
CS(=O)(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,327.0,58.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1095,CS(=O)(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2
CC1(C)C2C=CC1C(S(C)(=O)=O)=C2c1ccc(Br)cc1,327.0,87.83,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1096,CC1(C)C2C=CC1C(S(C)(=O)=O)=C2c1ccc(Br)cc1
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccc(Br)cc1,327.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1097,CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1ccc(Br)cc1
NC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,331.0,57.27,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1098,NC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2
CC1(C)C2C=CC1C(c1ccc(Br)cc1)=C2C(N)=O,331.0,81.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1099,CC1(C)C2C=CC1C(c1ccc(Br)cc1)=C2C(N)=O
CC1=CC2(C)CC1C(C(N)=O)=C2c1ccc(Br)cc1,331.0,46.67,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1100,CC1=CC2(C)CC1C(C(N)=O)=C2c1ccc(Br)cc1
O=C(O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,332.0,69.04,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1119,O=C(O)C1=C(c2ccc(Br)cc2)C2C=CC1C2
CC1(C)C2C=CC1C(c1ccc(Br)cc1)=C2C(=O)O,332.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1120,CC1(C)C2C=CC1C(c1ccc(Br)cc1)=C2C(=O)O
CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(Br)cc1,332.0,64.28,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1121,CC1=CC2(C)CC1C(C(=O)O)=C2c1ccc(Br)cc1
CCCCC(CC)COC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,337.0,71.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1122,CCCCC(CC)COC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2
CCCCC(CC)COC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C,337.0,68.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1123,CCCCC(CC)COC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C
CCCCC(CC)COC(=O)C1=C(c2ccc(Br)cc2)C2(C)C=C(C)C1C2,337.0,66.94,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1124,CCCCC(CC)COC(=O)C1=C(c2ccc(Br)cc2)C2(C)C=C(C)C1C2
CC(C)OC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,335.0,63.42,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1128,CC(C)OC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2
CC(C)OC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C,335.0,69.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1129,CC(C)OC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(Br)cc1,335.0,54.33,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1130,CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1ccc(Br)cc1
CCNC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2,333.0,67.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1137,CCNC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2
CCNC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C,333.0,75.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1138,CCNC(=O)C1=C(c2ccc(Br)cc2)C2C=CC1C2(C)C
CCNC(=O)C1=C(c2ccc(Br)cc2)C2(C)C=C(C)C1C2,333.0,47.15,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1139,CCNC(=O)C1=C(c2ccc(Br)cc2)C2(C)C=C(C)C1C2
Cc1cccc(C2=C(C#N)C3C=CC2C3)c1,332.0,62.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1140,Cc1cccc(C2=C(C#N)C3C=CC2C3)c1
Cc1cccc(C2=C(C#N)C3C=CC2C3(C)C)c1,332.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1141,Cc1cccc(C2=C(C#N)C3C=CC2C3(C)C)c1
CC1=CC2(C)CC1C(C#N)=C2c1cccc(C)c1,332.0,52.09,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1142,CC1=CC2(C)CC1C(C#N)=C2c1cccc(C)c1
COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2,335.0,63.48,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1143,COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2
COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C,335.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1144,COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C
COC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2,335.0,56.0,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1145,COC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2
CCOC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2,335.0,68.51,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1146,CCOC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2
CCOC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C,335.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1147,CCOC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C
CCOC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2,335.0,54.09,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1148,CCOC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2
CC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2,337.0,59.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1149,CC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2
CC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C,337.0,68.37,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1150,CC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C
CC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2,337.0,41.36,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1151,CC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2
Cc1cccc(C2=C(C(F)(F)F)C3C=CC2C3)c1,322.0,80.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1152,Cc1cccc(C2=C(C(F)(F)F)C3C=CC2C3)c1
Cc1cccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)c1,322.0,66.34,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1153,Cc1cccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)c1
CC1=CC2(C)CC1C(C(F)(F)F)=C2c1cccc(C)c1,322.0,125.8,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1154,CC1=CC2(C)CC1C(C(F)(F)F)=C2c1cccc(C)c1
Cc1cccc(C2=C(S(C)(=O)=O)C3C=CC2C3)c1,327.0,74.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1155,Cc1cccc(C2=C(S(C)(=O)=O)C3C=CC2C3)c1
Cc1cccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)c1,327.0,101.85,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1156,Cc1cccc(C2=C(S(C)(=O)=O)C3C=CC2C3(C)C)c1
CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1cccc(C)c1,327.0,70.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1157,CC1=CC2(C)CC1C(S(C)(=O)=O)=C2c1cccc(C)c1
Cc1cccc(C2=C(C(N)=O)C3C=CC2C3)c1,331.0,74.03,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1158,Cc1cccc(C2=C(C(N)=O)C3C=CC2C3)c1
Cc1cccc(C2=C(C(N)=O)C3C=CC2C3(C)C)c1,331.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1159,Cc1cccc(C2=C(C(N)=O)C3C=CC2C3(C)C)c1
CC1=CC2(C)CC1C(C(N)=O)=C2c1cccc(C)c1,331.0,68.24,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1160,CC1=CC2(C)CC1C(C(N)=O)=C2c1cccc(C)c1
Cc1cccc(C2=C(C(=O)O)C3C=CC2C3)c1,332.0,66.72,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1179,Cc1cccc(C2=C(C(=O)O)C3C=CC2C3)c1
Cc1cccc(C2=C(C(=O)O)C3C=CC2C3(C)C)c1,332.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1180,Cc1cccc(C2=C(C(=O)O)C3C=CC2C3(C)C)c1
CC1=CC2(C)CC1C(C(=O)O)=C2c1cccc(C)c1,332.0,62.1,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1181,CC1=CC2(C)CC1C(C(=O)O)=C2c1cccc(C)c1
CCCCC(CC)COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2,337.0,63.94,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1182,CCCCC(CC)COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2
CCCCC(CC)COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C,337.0,72.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1183,CCCCC(CC)COC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C
CCCCC(CC)COC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2,337.0,61.4,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1184,CCCCC(CC)COC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2
Cc1cccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)c1,335.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1188,Cc1cccc(C2=C(C(=O)OC(C)C)C3C=CC2C3)c1
Cc1cccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)c1,335.0,68.43,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1189,Cc1cccc(C2=C(C(=O)OC(C)C)C3C=CC2C3(C)C)c1
CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1cccc(C)c1,335.0,57.2,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1190,CC1=CC2(C)CC1C(C(=O)OC(C)C)=C2c1cccc(C)c1
CCNC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2,333.0,70.09,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1197,CCNC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2
CCNC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C,333.0,64.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1198,CCNC(=O)C1=C(c2cccc(C)c2)C2C=CC1C2(C)C
CCNC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2,333.0,65.81,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1199,CCNC(=O)C1=C(c2cccc(C)c2)C2(C)C=C(C)C1C2
CSc1ccc(C2=C(C#N)C3C=CC2C3)cc1,348.0,66.09,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1200,CSc1ccc(C2=C(C#N)C3C=CC2C3)cc1
CSc1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1,348.0,82.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1201,CSc1ccc(C2=C(C#N)C3C=CC2C3(C)C)cc1
CSc1ccc(C2=C(C#N)C3CC2(C)C=C3C)cc1,348.0,59.39,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1202,CSc1ccc(C2=C(C#N)C3CC2(C)C=C3C)cc1
COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2,351.0,79.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1203,COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2
COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C,351.0,60.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1204,COC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C
COC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2,351.0,63.2,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1205,COC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2
CCOC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2,351.0,68.03,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1206,CCOC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2
CCOC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C,351.0,77.5,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1207,CCOC(=O)C1=C(c2ccc(SC)cc2)C2C=CC1C2(C)C
CCOC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2,351.0,58.39,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1208,CCOC(=O)C1=C(c2ccc(SC)cc2)C2(C)C=C(C)C1C2
CSc1ccc(C2=C(C(C)=O)C3C=CC2C3)cc1,353.0,34.99,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1209,CSc1ccc(C2=C(C(C)=O)C3C=CC2C3)cc1
CSc1ccc(C2=C(C(C)=O)C3C=CC2C3(C)C)cc1,353.0,69.17,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1210,CSc1ccc(C2=C(C(C)=O)C3C=CC2C3(C)C)cc1
CSc1ccc(C2=C(C(C)=O)C3CC2(C)C=C3C)cc1,353.0,40.75,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1211,CSc1ccc(C2=C(C(C)=O)C3CC2(C)C=C3C)cc1
CSc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1,338.0,133.69,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1212,CSc1ccc(C2=C(C(F)(F)F)C3C=CC2C3)cc1
CSc1ccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)cc1,338.0,70.21,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1213,CSc1ccc(C2=C(C(F)(F)F)C3C=CC2C3(C)C)cc1
CSc1ccc(C2=C(C(F)(F)F)C3CC2(C)C=C3C)cc1,338.0,126.86,75.0,0.0001,NBD_QC_Functionalized,NBD_Combinatorial_M08_Aligned,RDKit_MMFF94_3D,NBD_DA_1214,CSc1ccc(C2=C(C(F)(F)F)C3CC2(C)C=C3C)cc1
