molecule_id,canonical_smiles,source_group,source_dataset,absorption_max_nm,log_extinction,photochem_efficiency,log_kp,skin_sensitization,skin_irritation
MOL_B_001404,CC(OC(=O)c1ccc(O)cc1)c1ccccc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001405,CC(OC(=O)c1ccccc1O)C(N)=O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001406,CC(OC=O)C1CCCC(C)(C)C1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001407,CC(Oc1ccc(C(=O)c2ccccc2)cc1)C(=O)O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001408,CC(S)C(=O)O,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,1.0,
MOL_B_001409,CC(c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)S(=O)(=O)c1ccccc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001410,CC(c1cc(C(C)(C)C)cc(C(C)(C)C)c1O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001411,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(-c2ccccc2)cc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001412,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001413,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001414,CC(c1cccc(C(=O)c2ccccc2)c1)c1ncno1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001415,CC(c1ccccc1)(c1ccc(O)cc1)c1ccc(O)cc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001416,CC(c1ccccc1)c1cc(C(=O)c2ccccc2)c(O)cc1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001417,CC(c1ccccc1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001418,CC(c1ccccc1)c1cc(C(C)(C)c2ccc(O)c(C(C)c3ccccc3)c2)ccc1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001419,CC(c1ccccc1)c1cc(C(C)(C)c2ccc(O)cc2)ccc1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001420,CC(c1ccccc1)c1cc(C(C)(C)c2ccccc2)cc(C(=O)O)c1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001421,CC(c1ccccc1)c1cc(C(C)c2ccccc2)c(O)c(C(C)c2ccccc2)c1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001422,CC(c1ccccc1)c1ccc(C(=O)c2ccc(Cl)cc2)cc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001423,CC(c1ccccc1)c1ccc(O)c(C(C)(C)C)c1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001424,CC(c1ccccc1)c1ccc(O)c(C(C)c2ccccc2)c1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001425,CC(c1ccccc1)c1cccc(C(C)(C)C)c1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001426,CC(c1ccccc1)c1cccc(C(C)c2ccccc2)c1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001427,CC(c1ccccc1)c1ccccc1C(=O)c1ccccc1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001428,CC(c1ccccc1)c1ccccc1C(C)c1ccc(O)c(C(=O)O)c1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001429,CC(c1ccccc1O)(c1ccccc1O)c1ccccc1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001430,CC(c1ccccc1O)c1cccc(C(C)c2ccccc2O)c1O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001431,CC/C=C/CC=O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001432,CC/C=C/CCOC(C)OCC,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001433,CC/C=C\CC/C=C/C=O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001434,CC/C=C\CC/C=C/CO,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001435,CC/C=C\CC1=C(C)CCC1=O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001436,CC/C=C\CC=O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001437,CC/C=C\CCC1(C)CCC(=O)O1,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001438,CC/C=C\CCCCC=O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001439,CC/C=C\CCO,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001440,CC/C=C\CCOC(=O)C(C)C,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001441,CC/C=C\CCOC(=O)CC,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001442,CC/C=C\CCOC(=O)CCC,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001443,CC/C=C\CCOC(=O)CCCC,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001444,CC/C=C\CCOC(=O)CCCCC,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001445,CC/C=C\CCOC(=O)Cc1ccccc1,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001446,CC/C=C\CCOC(=O)c1ccccc1,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001447,CC/C=C\CCOC(=O)c1ccccc1N,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001448,CC/C=C\CCOC(=O)c1ccccc1O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001449,CC/C=C\CCOC(C)=O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001450,CC/C=C\CCOC(C)OCC,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001451,CC/C=C\CCOC=O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001452,CC/C=C\CCOCC=O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001453,CC/C=C\CO,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001454,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)OC,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001455,CC1(C(=O)N2CCCC2)CCNCC1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001456,CC1(C(=O)N2CCCCC2)CCNCC1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001457,CC1(C(=O)NCc2ccccc2)CCNCC1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001458,CC1(C)C2CC=C(CCO)C1C2,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001459,CC1(C)C2CC=C(CO)C1C2,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,1.0,
MOL_B_001460,CC1(C)C2CCC(C=O)C1C2,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001461,CC1(C)C2CCC1(C)C(CCCO)C2,group_B,U09_HPPT,,,,,0.0,
MOL_B_001462,CC1(C)C2CCC1(C)C(O)C2,group_B,U09_HPPT,,,,,0.0,
MOL_B_001463,CC1(C)C2CCC1(C)C(OC=O)C2,group_B,U09_HPPT,,,,,0.0,
MOL_B_001464,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3CCC2(CS(=O)(=O)O)C3(C)C)cc1,group_B,U01_EU_CosIng_Annex_VI,,,,,0.0,0.0
MOL_B_001465,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccccc1,group_B,U01_EU_CosIng_Annex_VI,,,,,0.0,0.0
MOL_B_001466,CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001467,CC1(C)CC(C(=O)OCCCCCCCCOC(=O)C2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001468,CC1(C)CC(C(N)=O)(N2CCCCC2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001469,CC1(C)CC(C2C(=O)NC(=O)NC2=O)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001470,CC1(C)CC(C2COC(=O)N2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001471,CC1(C)CC(CCCCCCCCCCCCN2C(=O)CCC2=O)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001472,CC1(C)CC(N(C=O)CCCCCCN(C=O)C2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001473,CC1(C)CC(N(CCCCCCN)C2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001474,CC1(C)CC(N2CCCCCC2=O)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001475,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,group_B,U07_ICE_Sensitization,,,,,1.0,
MOL_B_001476,CC1(C)CC(NC(=O)C(=O)NC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001477,CC1(C)CC(NC(=O)C(=O)NN)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001478,CC1(C)CC(NC(=O)C(=O)Nc2ccc(Br)cc2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001479,CC1(C)CC(NC(=O)C(=O)Nc2ccc(Cl)cc2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001480,CC1(C)CC(NC(=O)C(F)(F)F)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001481,CC1(C)CC(NC(=O)C=CC(=O)NC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001482,CC1(C)CC(NC(=O)CCCC(=O)NC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001483,CC1(C)CC(NC(=O)CCCCCCCCC(=O)NC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001484,CC1(C)CC(NC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001485,CC1(C)CC(NC(=O)CCl)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001486,CC1(C)CC(NC(=O)CI)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001487,CC1(C)CC(NC(=O)CSc2ccccc2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001488,CC1(C)CC(NC(=O)NC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001489,CC1(C)CC(NC(=O)c2cc(N)cc(N)c2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001490,CC1(C)CC(NC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001491,CC1(C)CC(NC(=O)c2cccc(C(=O)NC3CC(C)(C)NC(C)(C)C3)c2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001492,CC1(C)CC(NC(=O)c2ccccc2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001493,CC1(C)CC(NCCCCCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001494,CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001495,CC1(C)CC(NCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001496,CC1(C)CC(O)(C(N)=O)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001497,CC1(C)CC(OC(=O)C(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001498,CC1(C)CC(OC(=O)C(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001499,CC1(C)CC(OC(=O)CC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001500,CC1(C)CC(OC(=O)CC(C(=O)OC2CC(C)(C)NC(C)(C)C2)C(CC(=O)OC2CC(C)(C)NC(C)(C)C2)C(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001501,CC1(C)CC(OC(=O)CCC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001502,CC1(C)CC(OC(=O)CCCC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001503,CC1(C)CC(OC(=O)CCCCC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001504,CC1(C)CC(OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001505,CC1(C)CC(OC(=O)CCCCCCCCC(=O)[O-])CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001506,CC1(C)CC(OC(=O)NC2CCCCC2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001507,CC1(C)CC(OC(=O)NSC2CCCCC2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001508,CC1(C)CC(OC(=O)c2ccccc2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001509,CC1(C)CC2(CC(C)(C)N1)NC(=O)C(C)(C)O2,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001510,CC1(C)CC2(CC(C)(C)N1)NC(=O)NC2=O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001511,CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001512,CC1(C)CCCC(C)(C)N1CCOC(=O)CCCCCCCCC(=O)OCCN1C(C)(C)CCCC1(C)C,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001513,CC1(C)CNC(=O)N(C2CCNCC2)C1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001514,CC1(C)COC(c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)OC1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001515,CC1(C)Cc2c(cc(C(C)(C)C)c(O)c2C(C)(C)C)O1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001516,CC1(C)N=C(N)N=C(N)N1c1cccc(C(=O)c2ccccc2)c1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001517,CC1(C)N[C@H](C(=O)N2CCCCC2)CS1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001518,CC1(C)OB(c2ccc(C(=O)c3ccccc3)cc2)OC1(C)C,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001519,CC1(C)OB(c2cccc(C(=O)c3ccccc3)c2)OC1(C)C,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001520,CC1(C)Oc2c(O)c(C(C)(C)C)cc(C(C)(C)C)c2S1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001521,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,group_B,U09_HPPT,,,,,1.0,
MOL_B_001522,CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001523,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001524,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001525,CC1(C)[C@H]2CC[C@](C)(C2)[C@@]1(C)O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001526,CC1(C)[C@H]2CC[C@](C)(O)[C@@H]1C2,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001527,CC1(C)[C@H]2CC[C@]1(C)[C@@H](OC=O)C2,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001528,CC1(C)[C@H]2CC[C@]1(C)[C@@H](OCCO)C2,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001529,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001530,CC1(NC(=O)OC(C)(C)C)CCCNC1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001531,CC1(NC(=O)OC(C)(C)C)CCNCC1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001532,CC1(O)CCC2CC1C2(C)C,group_B,U09_HPPT,,,,,0.0,
MOL_B_001533,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,group_B,U09_HPPT,,,,,0.0,
MOL_B_001534,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,group_B,U09_HPPT,,,,,0.0,
MOL_B_001535,CC12CCC(C1)C(C)(C)C2(C)O,group_B,U09_HPPT,,,,,0.0,
MOL_B_001536,CC12CCC(C1)C(C)(C)C2=O,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001537,CC12CCC(C1)C(C)(C)C2O,group_B,U09_HPPT,,,,,0.0,
MOL_B_001538,CC12CCC(CC1)C(C)(C)O2,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001539,CC12CCC(CC1=O)C2(C)C,group_B,U09_HPPT,,,,,0.0,
MOL_B_001540,CC12CCC3(CCCC(C)(C)C3C1)OC2=O,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001541,CC12CCCC(O)(C1)C1CC(C)(C)C1CC2,group_B,U09_HPPT,,,,,0.0,
MOL_B_001542,CC1=C(C=CC(C)O)C(C)(C)CCC1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001543,CC1=C(C=O)C(C)(C)CC=C1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,1.0,
MOL_B_001544,CC1=C2C(=CO[C@H](C)[C@H]2C)C(=O)C(C(=O)O)=C1O,group_B,U12_SkinPiX,,,,-6.887,,
MOL_B_001545,CC1=CC(=O)C(C(C)C)=CC1=O,group_B,U12_SkinPiX,,,,-6.291333333333333,,
MOL_B_001546,CC1=CC(=O)C(C(C)C)CC1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001547,CC1=CC(=O)C23CC1C(C)(C)C2CCC3C,group_B,U09_HPPT,,,,,0.0,
MOL_B_001548,CC1=CC(=O)[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001549,CC1=CC(C)C(CO)C(C)C1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001550,CC1=CC(O)CC(C)C2CC(=C(C)C)CC12,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001551,CC1=CC=C(C(C)C)CC1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001552,CC1=CCC(=C(C)C)CC1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001553,CC1=CCC(C(C)(C)O)CC1,group_B,U07_ICE_Irritation,,,,,,1.0
MOL_B_001554,CC1=CCC(C(C)(C)OC(=O)C(C)C)CC1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001555,CC1=CCC(C(C)(C)OC=O)CC1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001556,CC1=CCC(C(C)C)=CC1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001557,CC1=CCC(C(C)C)C=C1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001558,CC1=CCC(C(C)CC2CCCC2=O)CC1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001559,CC1=CCC(C)C(C=O)C1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001560,CC1=CCC(C=CC(C)(C)C(C)O)C1(C)C,group_B,U07_ICE_Irritation;U07_ICE_Sensitization;U09_HPPT,,,,,0.0,1.0
MOL_B_001561,CC1=CCC(CCC(C)CO)C1(C)C,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001562,CC1=CCC(O)(C(C)C)CC1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001563,CC1=CCC23CC1C(C)(C)C2CCC3C,group_B,U09_HPPT,,,,,0.0,
MOL_B_001564,CC1=CCC2C(C1)C2(C)C,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001565,CC1=CCC2C3CC(C2C1)C1(C3)OC1C,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001566,CC1=CCC2CC1C2(C)C,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001567,CC1=CCCC(C)(C)C1/C=C/C(C)O,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001568,CC1=CCCC(C)(C)C1C=CC(C)O,group_B,U09_HPPT,,,,,0.0,
MOL_B_001569,CC1=CCCC(C)(C)C1CCC(C)C=O,group_B,U09_HPPT,,,,,0.0,
MOL_B_001570,CC1=CCCC2(C)OC2CCC(C)=CCC1,group_B,U09_HPPT,,,,,0.0,
MOL_B_001571,CC1=CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001572,CC1=NC2(CCCNC2)C(=O)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001573,CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)/C1=C\NCC1CCNCC1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001574,CC1=NN(c2ccccc2)C(=O)C1,group_B,U07_ICE_Sensitization,,,,,0.0,
MOL_B_001575,CC1=Nc2ccc(C(=O)c3ccccc3)cc2N=C(C)C1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001576,CC1C2CCC(C3(O)CCCCC3)(C2)C1(C)C,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001577,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,group_B,U09_HPPT,,,,,0.0,
MOL_B_001578,CC1C=COC2(CCCCC2)C1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001579,CC1CC(=O)N2CCCC(C)C2N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001580,CC1CC(C)(C)OC(Cc2ccccc2)O1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001581,CC1CC(N(C=O)CCCCN(C=O)C2CC(C)NC(C)C2)CC(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001582,CC1CC(O)CC(C)(C)C1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001583,CC1CC(OC(=O)c2ccccc2)CC(C)(C)N1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001584,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,group_B,U01_EU_CosIng_Annex_VI;U07_ICE_Sensitization;U09_HPPT;U21_EPA_CPDat_Uv_Absorber,,,,,0.0,0.0
MOL_B_001585,CC1CCC(=O)C1=O,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001586,CC1CCC(=O)O1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001587,CC1CCC(C(C)(C)O)C(O)C1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001588,CC1CCC(C(C)(C)O)CC1,group_B,U07_ICE_Sensitization;U09_HPPT,,,,,0.0,
MOL_B_001589,CC1CCC(C(C)C)C(=O)C1,group_B,U09_HPPT,,,,,0.0,
MOL_B_001590,CC1CCC(C(C)C)C(O)C1,group_B,U09_HPPT,,,,,0.0,
MOL_B_001591,CC1CCC(C(C)C)C(OC(=O)Cc2ccccc2)C1,group_B,U09_HPPT,,,,,0.0,
MOL_B_001592,CC1CCC(C(C)C)C(OC(=O)c2ccccc2O)C1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001593,CC1CCC(C(N)=O)CN1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
MOL_B_001594,CC1CCC(NC(=O)OC(C)(C)C)CN1,group_B,U21_EPA_CPDat_Uv_Absorber,,,,,,
